release_id,hospital_id,version,rollout_stage,cpu_usage,memory_usage,error_rate,latency_ms,error_budget_remaining,stable_error_rate,stable_latency_ms,canary_error_rate,deployment_status,harmful
R006,H006,v2.7,100,50.86,37.25,2.85,275.26,69.64,1.93,149.01,0.76,SUCCESS,False
R006,H007,v2.7,50,54.2,59.85,1.6,222.11,83.68,1.52,225.69,0.9,SUCCESS,False
R006,H008,v2.7,5,59.76,62.35,1.79,132.27,50.96,0.75,100.3,0.71,SUCCESS,False
R006,H009,v2.7,10,74.27,58.46,1.11,111.55,61.71,0.66,133.35,1.48,SUCCESS,False
R006,H010,v2.7,25,68.71,58.12,2.26,134.34,70.6,1.12,164.34,1.75,SUCCESS,False
R006,H011,v2.7,5,41.05,51.74,2.23,141.25,94.78,1.41,117.58,1.48,SUCCESS,False
R006,H012,v2.7,5,76.21,46.1,2.07,237.73,50.5,1.69,110.36,1.13,SUCCESS,False
R006,H013,v2.7,50,60.96,49.99,1.63,136.69,94.13,1.76,172.76,2.64,SUCCESS,False
R006,H014,v2.7,50,58.48,37.02,2.92,113.31,53.71,1.85,130.52,2.12,SUCCESS,False
R006,H015,v2.7,100,43.65,45.48,1.43,113.74,73.21,1.34,148.17,1.42,SUCCESS,False
R006,H016,v2.7,5,47.99,54.95,2.51,254.56,53.32,0.83,199.25,1.87,SUCCESS,False
R006,H017,v2.7,50,54.1,48.11,2.05,248.45,59.75,1.7,177.7,0.92,SUCCESS,False
R006,H018,v2.7,50,51.91,62.53,2.08,131.3,85.82,1.4,198.12,1.68,SUCCESS,False
R006,H019,v2.7,5,50.16,62.22,0.97,115.39,69.14,0.82,163.73,2.24,SUCCESS,False
R006,H020,v2.7,5,51.72,59.43,1.31,153.9,84.73,1.54,139.61,0.98,SUCCESS,False
R006,H021,v2.7,25,43.03,59.66,0.72,239.79,71.62,1.72,216.7,1.42,SUCCESS,False
R006,H022,v2.7,50,50.95,52.89,1.31,279.58,66.26,0.87,183.6,2.72,IN_PROGRESS,False
R006,H023,v2.7,50,57.57,59.9,2.65,299.53,52.02,0.87,186.51,1.1,SUCCESS,False
R006,H024,v2.7,10,60.82,44.5,1.08,102.88,81.19,1.68,184.93,2.41,SUCCESS,False
R006,H025,v2.7,25,52.49,63.36,1.95,298.14,72.11,1.35,193.69,2.39,SUCCESS,False
R006,H026,v2.7,25,53.68,38.2,1.03,299.13,82.48,1.89,239.37,2.95,SUCCESS,False
R006,H027,v2.7,5,39.41,66.85,2.85,133.47,84.54,1.18,201.22,1.75,SUCCESS,False
R006,H028,v2.7,5,55.63,47.96,1.64,233.55,58.49,1.45,189.9,2.59,SUCCESS,False
R006,H029,v2.7,25,50.44,59.47,1.72,180.38,78.63,1.76,220.42,0.88,SUCCESS,False
R006,H030,v2.7,25,49.26,51.39,0.71,221.37,94.15,1.03,107.8,2.7,SUCCESS,False
R006,H031,v2.7,50,58.95,49.95,2.99,106.01,81.13,0.79,210.61,2.74,IN_PROGRESS,False
R006,H032,v2.7,5,47.94,49.03,0.68,142.16,73.46,1.0,110.05,1.07,SUCCESS,False
R006,H033,v2.7,5,49.38,58.84,1.2,259.66,64.97,1.96,213.89,1.32,SUCCESS,False
R006,H034,v2.7,10,55.95,50.54,0.87,168.53,57.75,1.51,109.38,2.66,SUCCESS,False
R006,H035,v2.7,25,51.84,76.54,0.86,224.8,74.39,1.71,120.57,1.18,SUCCESS,False
R006,H036,v2.7,50,67.39,52.43,1.94,233.44,93.11,0.59,162.79,2.44,SUCCESS,False
R006,H037,v2.7,100,49.51,43.76,2.35,198.51,91.91,1.83,155.72,1.71,SUCCESS,False
R006,H038,v2.7,10,47.57,52.6,2.88,135.1,78.97,1.18,214.37,1.92,SUCCESS,False
R006,H039,v2.7,25,52.17,46.22,0.96,155.73,59.14,1.06,199.25,1.05,SUCCESS,False
R006,H040,v2.7,100,62.18,50.89,1.42,117.4,92.26,1.36,121.45,1.89,SUCCESS,False
R006,H041,v2.7,5,41.61,47.91,0.5,274.13,81.37,0.83,231.11,2.48,SUCCESS,False
R006,H042,v2.7,10,40.63,49.66,1.1,281.69,73.31,0.64,172.92,1.67,SUCCESS,False
R006,H043,v2.7,10,44.74,66.11,2.57,134.14,60.22,1.4,249.93,0.58,SUCCESS,False
R006,H044,v2.7,100,29.16,68.8,2.6,132.14,72.45,1.26,175.19,0.56,SUCCESS,False
R006,H045,v2.7,5,45.84,45.96,2.5,178.42,56.27,1.41,142.16,2.38,SUCCESS,False
R006,H046,v2.7,25,50.98,65.37,2.44,146.89,51.51,1.89,158.1,1.36,IN_PROGRESS,False
R006,H047,v2.7,5,58.69,51.36,2.87,1107.88,63.87,1.42,201.77,2.35,SUCCESS,False
R006,H048,v2.7,10,43.36,62.05,0.86,162.63,54.45,1.02,165.35,2.62,IN_PROGRESS,False
R006,H049,v2.7,100,45.03,100.0,2.28,154.59,72.44,1.18,129.77,1.35,IN_PROGRESS,False
R006,H050,v2.7,25,58.65,56.33,2.54,251.41,50.34,1.63,213.08,0.64,SUCCESS,False
R007,H001,v2.8,50,61.36,46.15,1.18,138.12,67.11,1.84,236.38,0.96,SUCCESS,False
R007,H002,v2.8,25,30.88,54.45,1.99,186.77,55.83,1.3,143.19,0.91,SUCCESS,False
R007,H003,v2.8,25,52.64,65.18,2.14,279.68,66.34,1.49,239.73,1.5,SUCCESS,False
R007,H004,v2.8,5,65.16,59.82,0.58,231.74,55.16,1.37,169.6,1.83,SUCCESS,False
R007,H005,v2.8,100,30.92,48.12,0.63,110.55,72.9,1.73,247.54,2.23,SUCCESS,False
R007,H006,v2.8,25,49.06,65.61,1.38,172.51,66.41,1.04,223.53,2.51,SUCCESS,False
R007,H007,v2.8,10,62.0,51.29,2.56,176.92,65.16,1.76,133.19,1.65,IN_PROGRESS,False
R007,H008,v2.8,25,25.12,49.73,0.9,231.28,78.11,1.3,104.9,2.93,SUCCESS,False
R007,H009,v2.8,5,44.13,56.79,1.39,210.13,91.68,1.42,240.77,1.51,SUCCESS,False
R007,H010,v2.8,5,67.35,48.15,2.15,114.02,59.09,0.66,153.23,1.49,SUCCESS,False
R007,H011,v2.8,10,34.86,57.57,1.76,246.3,61.02,0.75,231.9,2.9,SUCCESS,False
R007,H012,v2.8,25,52.02,68.05,2.19,185.69,91.22,1.44,160.48,2.33,SUCCESS,False
R007,H013,v2.8,50,48.14,57.48,2.61,196.8,65.42,1.15,156.86,1.79,SUCCESS,False
R007,H014,v2.8,5,49.06,58.36,2.32,169.16,90.27,0.51,246.75,2.18,IN_PROGRESS,False
R007,H015,v2.8,5,66.49,63.56,2.22,124.08,59.06,1.99,103.87,2.85,SUCCESS,False
R007,H016,v2.8,10,46.99,,2.39,279.59,69.66,1.13,124.03,0.71,SUCCESS,False
R007,H017,v2.8,10,39.21,47.84,4.8,155.54,96.35,0.62,135.25,0.59,SUCCESS,False
R007,H018,v2.8,5,43.23,63.04,0.6,217.67,98.69,1.37,101.7,1.49,SUCCESS,False
R007,H019,v2.8,5,43.7,55.56,1.57,266.47,61.22,1.86,156.21,2.51,SUCCESS,False
R007,H020,v2.8,5,56.77,48.8,0.63,198.51,66.72,1.18,150.62,1.61,SUCCESS,False
R007,H021,v2.8,25,48.28,53.64,1.17,172.21,83.98,1.71,214.02,1.52,SUCCESS,False
R007,H022,v2.8,25,55.23,52.4,2.74,159.46,70.57,0.79,196.23,1.07,SUCCESS,False
R007,H023,v2.8,25,54.82,49.43,1.4,234.25,54.06,1.74,159.55,1.18,IN_PROGRESS,False
R007,H024,v2.8,100,60.53,56.79,1.22,193.54,70.56,1.69,198.91,2.05,SUCCESS,False
R007,H025,v2.8,50,59.28,59.34,1.89,255.9,90.92,0.8,240.16,0.54,SUCCESS,False
R007,H026,v2.8,5,55.86,51.83,0.76,125.19,83.69,0.82,214.8,2.95,SUCCESS,False
R007,H027,v2.8,25,32.8,69.62,1.19,253.72,84.62,1.4,202.38,1.07,SUCCESS,False
R007,H028,v2.8,5,60.73,57.6,0.61,246.83,73.93,0.59,119.65,1.35,IN_PROGRESS,False
R007,H029,v2.8,5,50.76,52.82,1.57,209.63,64.8,0.62,138.79,0.94,SUCCESS,False
R007,H030,v2.8,50,42.27,55.0,0.72,220.18,95.86,1.37,184.59,1.35,SUCCESS,False
R007,H031,v2.8,5,51.11,56.22,2.19,235.93,64.79,1.29,204.67,2.86,SUCCESS,False
R007,H032,v2.8,25,61.65,45.04,1.89,168.55,54.72,1.45,189.02,0.84,SUCCESS,False
R007,H033,v2.8,5,46.22,57.21,0.5,242.43,62.72,1.1,209.34,1.39,SUCCESS,False
R007,H034,v2.8,100,50.99,48.27,1.45,221.43,62.01,1.35,177.17,1.47,SUCCESS,False
R007,H035,v2.8,5,60.69,55.73,2.99,216.54,66.35,1.98,166.62,2.53,SUCCESS,False
R007,H036,v2.8,25,40.83,57.61,1.95,238.68,87.67,0.97,119.98,2.25,SUCCESS,False
R007,H037,v2.8,25,45.4,41.1,2.04,269.99,56.28,0.78,103.85,0.99,IN_PROGRESS,False
R007,H038,v2.8,25,61.8,73.23,1.08,227.55,52.08,1.31,112.9,2.55,SUCCESS,False
R007,H039,v2.8,10,53.45,65.29,2.33,172.96,73.31,1.42,234.69,2.1,SUCCESS,False
R007,H040,v2.8,10,46.26,53.76,2.42,240.42,83.78,1.87,103.14,1.33,SUCCESS,False
R007,H041,v2.8,10,52.18,47.17,2.92,175.57,66.97,1.9,137.63,0.66,SUCCESS,False
R007,H042,v2.8,100,40.72,53.08,2.71,182.97,82.98,1.18,153.21,1.47,SUCCESS,False
R007,H043,v2.8,50,74.45,50.66,1.95,180.29,56.34,1.91,197.31,1.35,SUCCESS,False
R007,H044,v2.8,5,59.96,57.04,1.94,169.1,77.01,0.59,182.85,2.51,SUCCESS,False
R007,H045,v2.8,10,47.78,45.81,1.99,116.12,87.76,0.94,121.52,2.85,SUCCESS,False
R007,H046,v2.8,10,42.93,62.19,2.85,124.87,98.55,1.45,224.3,2.69,SUCCESS,False
R007,H047,v2.8,10,51.87,58.78,1.7,261.94,51.1,1.27,187.1,2.88,IN_PROGRESS,False
R007,H048,v2.8,5,37.35,67.23,0.64,219.89,69.16,0.7,165.98,2.76,SUCCESS,False
R007,H049,v2.8,50,61.41,50.53,1.89,265.19,89.22,1.74,188.2,2.08,SUCCESS,False
R007,H050,v2.8,10,61.03,70.48,0.96,111.92,88.18,1.41,133.07,2.01,SUCCESS,False
R008,H001,v2.9,10,69.27,62.45,5.36,559.12,14.5,0.75,127.67,8.58,SUCCESS,True
R008,H002,v2.9,10,95.35,93.97,11.15,623.15,1.46,0.59,110.67,11.72,SUCCESS,True
R008,H003,v2.9,10,69.55,72.81,6.19,450.78,15.56,1.47,106.84,5.86,SUCCESS,True
R008,H004,v2.9,25,86.73,53.94,5.54,401.67,19.25,1.92,121.38,9.69,SUCCESS,True
R008,H005,v2.9,5,93.36,81.65,7.21,557.26,2.91,1.0,126.56,6.66,SUCCESS,True
R008,H006,v2.9,10,72.8,71.43,7.45,712.97,7.22,1.21,238.37,11.95,ROLLED_BACK,True
R008,H007,v2.9,10,81.0,69.66,7.34,692.35,17.35,1.11,246.73,7.94,FAILED,True
R008,H008,v2.9,5,90.35,52.83,7.82,607.84,4.06,1.54,121.0,11.98,FAILED,True
R008,H009,v2.9,5,68.02,63.26,9.68,593.52,10.73,1.92,231.94,7.93,FAILED,True
R008,H010,v2.9,10,83.15,66.88,5.18,541.93,16.92,1.33,185.54,10.46,SUCCESS,True
R008,H011,v2.9,50,61.66,,6.83,567.64,15.41,1.6,191.52,9.2,SUCCESS,True
R008,H012,v2.9,5,66.94,76.13,5.22,685.77,3.76,0.64,147.8,7.53,SUCCESS,True
R008,H013,v2.9,10,87.24,60.23,10.66,644.66,7.67,0.68,188.21,7.07,SUCCESS,True
R008,H014,v2.9,50,94.22,91.8,5.47,732.62,21.69,1.08,165.4,6.24,FAILED,True
R008,H015,v2.9,5,86.98,71.91,7.16,517.41,9.98,1.04,190.73,6.86,FAILED,True
R008,H016,v2.9,50,70.23,71.84,9.47,527.9,4.13,1.83,222.41,5.4,SUCCESS,True
R008,H017,v2.9,5,99.14,76.36,11.52,648.15,2.51,1.12,153.49,10.63,SUCCESS,True
R008,H018,v2.9,5,74.1,79.86,9.42,690.44,4.42,0.73,149.28,7.57,SUCCESS,True
R008,H019,v2.9,10,,80.34,7.27,706.08,19.73,0.51,178.51,6.0,FAILED,True
R008,H020,v2.9,10,86.88,69.13,11.13,520.99,25.72,0.66,137.28,11.01,FAILED,True
R008,H021,v2.9,100,100.0,75.09,8.57,447.98,24.07,1.52,149.74,7.18,ROLLED_BACK,True
R008,H022,v2.9,10,84.8,70.74,5.92,682.02,20.33,1.49,212.77,10.19,SUCCESS,True
R008,H023,v2.9,5,70.79,85.5,6.18,734.58,5.68,1.58,171.32,8.84,FAILED,True
R008,H024,v2.9,10,67.88,78.15,10.87,668.41,10.89,1.74,224.43,9.88,ROLLED_BACK,True
R008,H025,v2.9,10,75.87,76.87,9.42,508.22,28.26,1.83,107.08,6.74,SUCCESS,True
R008,H026,v2.9,5,74.27,77.21,7.5,537.64,13.22,0.52,181.64,8.64,ROLLED_BACK,True
R008,H027,v2.9,5,77.58,69.38,9.17,566.06,23.55,1.97,137.5,7.96,SUCCESS,True
R008,H028,v2.9,10,76.01,91.51,7.25,638.42,13.06,1.19,138.5,11.97,ROLLED_BACK,True
R008,H029,v2.9,5,80.75,81.8,6.17,448.15,21.72,1.13,132.95,5.47,ROLLED_BACK,True
R008,H030,v2.9,10,92.47,83.07,5.77,414.24,6.98,1.02,156.22,11.96,SUCCESS,True
R008,H031,v2.9,10,97.85,68.95,8.56,744.58,0.3,1.7,151.19,11.06,FAILED,True
R008,H032,v2.9,10,77.98,58.74,11.94,,21.19,1.98,213.19,5.68,SUCCESS,True
R008,H033,v2.9,5,58.93,76.6,8.0,424.57,10.9,0.53,235.62,6.57,SUCCESS,True
R008,H034,v2.9,25,90.22,65.24,11.96,525.85,25.33,1.31,226.0,9.72,ROLLED_BACK,True
R008,H035,v2.9,10,95.52,73.31,5.97,576.03,6.37,0.53,214.13,8.38,SUCCESS,True
R008,H036,v2.9,5,76.05,99.89,11.15,781.01,13.36,1.7,247.12,10.28,FAILED,True
R008,H037,v2.9,10,95.97,65.5,5.83,560.6,6.62,1.74,198.21,10.55,SUCCESS,True
R008,H038,v2.9,5,84.56,79.51,5.81,682.38,24.87,1.95,210.21,8.53,SUCCESS,True
R008,H039,v2.9,10,65.59,96.01,8.72,698.29,20.9,1.65,194.28,10.78,ROLLED_BACK,True
R008,H040,v2.9,25,81.45,84.24,8.86,496.74,29.03,1.89,192.88,7.98,FAILED,True
R008,H041,v2.9,25,64.34,81.16,8.3,589.01,15.52,1.29,213.9,7.65,SUCCESS,True
R008,H042,v2.9,5,64.93,88.54,5.61,480.86,6.21,1.36,228.05,8.82,SUCCESS,True
R008,H043,v2.9,10,65.65,71.85,8.99,632.63,7.21,0.87,221.85,10.0,SUCCESS,True
R008,H044,v2.9,50,59.51,79.29,11.23,445.96,15.06,1.59,145.22,5.03,FAILED,True
R008,H045,v2.9,10,98.44,73.71,6.83,649.7,5.71,1.25,132.49,10.81,ROLLED_BACK,True
R008,H046,v2.9,10,81.08,79.51,11.9,716.51,10.18,0.97,208.77,9.21,SUCCESS,True
R008,H047,v2.9,10,91.12,56.88,8.25,647.68,19.85,0.53,109.38,8.36,SUCCESS,True
R008,H048,v2.9,10,75.92,65.33,7.77,645.26,8.99,0.54,157.07,10.64,ROLLED_BACK,True
R008,H049,v2.9,25,67.46,74.0,5.15,543.18,11.63,1.5,176.65,7.34,SUCCESS,True
R008,H050,v2.9,100,71.98,85.94,7.17,774.69,14.92,1.24,205.13,8.61,SUCCESS,True
R009,H001,v2.10,10,36.47,58.1,2.63,116.85,84.02,0.79,183.32,1.39,SUCCESS,False
R009,H002,v2.10,50,51.55,40.32,2.37,267.31,96.43,0.68,121.08,2.26,SUCCESS,False
R009,H003,v2.10,25,63.14,56.05,0.75,258.38,74.11,0.79,113.91,2.53,SUCCESS,False
R009,H004,v2.10,25,41.66,59.67,1.32,197.44,62.44,1.85,187.4,0.56,SUCCESS,False
R009,H005,v2.10,25,44.45,65.65,1.77,271.2,90.26,1.72,138.62,2.37,SUCCESS,False
R009,H006,v2.10,10,51.54,56.14,1.29,270.44,52.48,0.93,208.7,0.6,SUCCESS,False
R009,H007,v2.10,25,46.57,40.88,1.69,256.6,72.84,1.01,126.94,2.38,SUCCESS,False
R009,H008,v2.10,50,64.48,53.66,1.51,184.99,85.95,1.07,247.18,1.46,SUCCESS,False
R009,H009,v2.10,5,46.14,62.25,2.13,170.04,94.24,1.09,192.51,2.04,SUCCESS,False
R009,H010,v2.10,50,51.46,40.39,2.62,237.03,60.07,1.35,177.49,1.23,SUCCESS,False
R009,H011,v2.10,10,37.64,56.4,0.66,163.48,75.77,0.67,125.79,1.05,SUCCESS,False
R009,H012,v2.10,25,60.67,52.42,1.36,107.04,90.1,1.3,229.1,2.37,SUCCESS,False
R009,H013,v2.10,25,49.17,64.69,2.17,180.47,81.27,0.91,147.43,1.25,SUCCESS,False
R009,H014,v2.10,25,33.79,52.39,1.61,269.45,97.6,1.92,249.33,1.02,SUCCESS,False
R009,H015,v2.10,50,34.88,47.81,0.59,201.07,81.73,0.98,101.32,1.51,SUCCESS,False
R009,H016,v2.10,5,69.35,46.41,1.04,225.49,99.88,1.17,173.22,2.81,SUCCESS,False
R009,H017,v2.10,10,48.67,52.02,1.51,147.8,82.02,0.86,130.52,2.07,SUCCESS,False
R009,H018,v2.10,25,38.87,54.74,1.11,158.34,61.52,0.91,188.96,2.81,SUCCESS,False
R009,H019,v2.10,5,67.96,61.38,0.54,167.79,53.87,1.93,229.84,2.49,SUCCESS,False
R009,H020,v2.10,100,66.62,55.42,1.28,202.9,73.34,0.7,219.61,2.64,SUCCESS,False
R009,H021,v2.10,10,66.19,53.76,2.22,272.73,71.34,1.91,144.24,2.99,SUCCESS,False
R009,H022,v2.10,50,41.45,41.88,1.76,267.89,80.75,0.83,123.77,2.13,SUCCESS,False
R009,H023,v2.10,100,48.04,49.63,2.55,101.43,66.46,0.8,101.43,1.64,SUCCESS,False
R009,H024,v2.10,10,62.79,60.23,0.7,109.41,59.44,1.56,178.23,0.55,SUCCESS,False
R009,H025,v2.10,5,62.33,70.79,2.48,297.34,75.48,1.34,116.79,1.13,IN_PROGRESS,False
R009,H026,v2.10,100,50.67,49.94,2.73,152.54,66.22,0.59,239.65,1.68,IN_PROGRESS,False
R009,H027,v2.10,25,66.9,51.92,1.39,112.78,55.77,1.73,158.84,0.69,SUCCESS,False
R009,H028,v2.10,10,55.24,64.84,2.84,235.94,80.51,0.89,152.08,1.93,IN_PROGRESS,False
R009,H029,v2.10,10,54.19,52.38,2.89,147.34,54.85,1.53,212.3,2.71,SUCCESS,False
R009,H030,v2.10,50,,50.19,0.73,233.6,92.59,0.59,140.75,0.83,SUCCESS,False
R009,H031,v2.10,10,53.55,100.0,1.36,262.0,61.22,1.67,172.63,1.1,SUCCESS,False
R009,H032,v2.10,5,52.25,51.34,2.14,274.5,72.51,1.27,226.72,1.11,IN_PROGRESS,False
R009,H033,v2.10,5,43.51,58.02,2.0,210.07,84.51,0.89,187.18,1.78,SUCCESS,False
R009,H034,v2.10,5,46.95,51.55,0.77,264.35,87.36,0.76,140.02,0.85,SUCCESS,False
R009,H035,v2.10,5,51.22,67.13,2.1,257.27,50.14,1.65,177.11,1.51,SUCCESS,False
R009,H036,v2.10,5,42.8,42.78,2.22,262.96,65.48,1.24,247.97,1.54,IN_PROGRESS,False
R009,H037,v2.10,5,,52.19,0.72,243.07,88.02,1.23,133.01,1.18,SUCCESS,False
R009,H038,v2.10,10,43.7,60.86,0.67,163.38,75.3,1.96,243.2,1.17,SUCCESS,False
R009,H039,v2.10,10,51.54,52.31,0.52,181.84,84.67,1.53,146.93,1.32,SUCCESS,False
R009,H040,v2.10,5,56.81,45.77,2.02,283.02,87.59,1.17,209.05,0.89,SUCCESS,False
R009,H041,v2.10,10,69.48,63.2,1.8,110.23,74.6,1.37,233.35,1.08,SUCCESS,False
R009,H042,v2.10,10,54.04,60.73,0.77,255.18,88.39,0.89,169.6,2.52,SUCCESS,False
R009,H043,v2.10,25,44.74,55.26,2.1,116.29,64.63,1.47,168.75,1.59,SUCCESS,False
R009,H044,v2.10,50,26.28,71.34,0.77,229.91,91.41,0.75,115.65,2.67,SUCCESS,False
R009,H045,v2.10,5,43.14,43.54,2.86,222.08,85.52,0.89,120.35,2.59,SUCCESS,False
R009,H046,v2.10,25,40.99,47.29,2.83,104.93,86.27,1.01,249.65,2.24,SUCCESS,False
R009,H047,v2.10,5,41.21,57.79,2.13,296.5,71.96,1.73,196.95,2.78,SUCCESS,False
R009,H048,v2.10,25,39.42,35.02,2.82,228.22,76.27,1.19,108.27,1.28,SUCCESS,False
R009,H049,v2.10,10,62.55,62.57,1.17,163.13,82.78,1.03,202.38,0.81,SUCCESS,False
R009,H050,v2.10,50,52.27,50.51,2.55,148.93,91.94,1.17,168.9,1.55,SUCCESS,False
R010,H001,v2.11,5,72.45,86.79,7.4,618.59,22.7,1.87,223.08,5.64,FAILED,True
R010,H002,v2.11,5,76.15,69.07,,530.7,17.89,0.59,188.17,7.45,SUCCESS,True
R010,H003,v2.11,50,78.84,81.65,6.99,677.55,22.78,1.57,203.04,7.14,FAILED,True
R010,H004,v2.11,10,88.07,68.01,5.5,664.16,20.18,0.99,190.34,10.66,SUCCESS,True
R010,H005,v2.11,5,82.87,81.9,6.52,648.49,14.51,1.15,104.95,5.34,SUCCESS,True
R010,H006,v2.11,5,80.42,72.18,9.02,540.31,14.8,0.81,213.06,10.83,ROLLED_BACK,True
R010,H007,v2.11,5,55.02,72.08,11.15,478.67,6.17,1.98,235.92,11.63,FAILED,True
R010,H008,v2.11,25,65.71,74.44,10.73,534.27,15.44,0.79,178.13,9.02,SUCCESS,True
R010,H009,v2.11,10,64.74,75.93,6.66,465.97,10.98,1.6,226.0,5.87,SUCCESS,True
R010,H010,v2.11,5,80.07,47.26,5.98,569.91,5.5,0.65,125.83,7.39,SUCCESS,True
R010,H011,v2.11,5,64.17,67.65,11.0,726.84,14.68,0.7,233.06,8.14,SUCCESS,True
R010,H012,v2.11,5,69.25,97.93,11.13,508.57,4.88,1.17,241.07,5.03,SUCCESS,True
R010,H013,v2.11,25,72.99,76.89,5.32,631.84,5.32,0.95,168.66,11.39,SUCCESS,True
R010,H014,v2.11,10,76.17,73.49,9.41,795.4,1.85,1.52,135.52,7.41,FAILED,True
R010,H015,v2.11,50,72.59,100.0,7.93,605.82,27.18,0.81,139.1,9.96,SUCCESS,True
R010,H016,v2.11,5,74.93,82.84,10.9,578.35,21.96,0.68,187.12,9.96,SUCCESS,True
R010,H017,v2.11,5,74.9,76.58,10.71,572.83,17.86,1.04,180.22,10.57,ROLLED_BACK,True
R010,H018,v2.11,25,70.86,79.89,6.48,694.41,15.18,1.13,121.65,7.24,SUCCESS,True
R010,H019,v2.11,50,75.67,71.9,8.19,607.21,12.68,1.11,214.35,5.05,FAILED,True
R010,H020,v2.11,5,66.99,67.67,9.4,731.98,7.75,1.72,188.26,7.91,ROLLED_BACK,True
R010,H021,v2.11,10,50.79,46.68,8.96,766.7,13.53,0.81,194.02,10.61,FAILED,True
R010,H022,v2.11,5,72.02,81.27,11.67,613.22,16.29,1.2,136.87,9.42,SUCCESS,True
R010,H023,v2.11,25,68.21,70.29,7.84,770.63,12.57,1.17,216.7,9.97,SUCCESS,True
R010,H024,v2.11,25,80.76,64.45,6.72,687.02,20.2,0.93,187.87,10.44,FAILED,True
R010,H025,v2.11,10,92.65,100.0,9.79,484.83,8.44,0.87,248.2,6.67,SUCCESS,True
R010,H026,v2.11,5,71.72,85.64,11.86,660.05,0.95,1.55,144.92,10.19,SUCCESS,True
R010,H027,v2.11,25,74.07,75.74,8.64,414.85,20.17,0.7,117.36,5.56,FAILED,True
R010,H028,v2.11,50,51.28,85.84,11.75,509.42,29.49,0.83,181.3,7.8,SUCCESS,True
R010,H029,v2.11,25,54.84,85.55,11.67,761.28,24.54,0.52,107.43,10.0,FAILED,True
R010,H030,v2.11,5,88.58,76.15,6.49,643.11,19.29,0.99,222.89,5.59,FAILED,True
R010,H031,v2.11,5,,79.02,8.65,667.71,7.82,0.68,193.35,10.71,SUCCESS,True
R010,H032,v2.11,5,79.7,68.39,5.71,649.26,23.67,0.89,231.21,7.49,SUCCESS,True
R010,H033,v2.11,25,78.13,85.23,5.89,571.02,21.01,1.81,119.02,6.13,FAILED,True
R010,H034,v2.11,50,75.6,81.36,7.76,739.28,14.16,1.9,177.03,8.45,SUCCESS,True
R010,H035,v2.11,10,56.94,79.19,10.56,594.59,3.2,1.0,173.79,7.34,SUCCESS,True
R010,H036,v2.11,5,74.38,73.64,8.81,620.68,13.42,1.19,146.06,7.5,ROLLED_BACK,True
R010,H037,v2.11,5,82.95,65.7,5.15,567.57,10.16,1.19,213.93,10.43,FAILED,True
R010,H038,v2.11,5,70.9,83.67,10.06,527.69,3.8,1.78,129.73,11.34,SUCCESS,True
R010,H039,v2.11,5,83.16,73.01,8.81,507.9,19.77,1.92,246.47,9.92,ROLLED_BACK,True
R010,H040,v2.11,5,75.61,89.9,7.1,460.51,11.28,0.67,100.59,6.99,FAILED,True
R010,H041,v2.11,5,77.24,80.89,10.61,586.55,3.25,0.65,161.57,7.53,ROLLED_BACK,True
R010,H042,v2.11,10,76.32,81.17,8.78,420.13,5.62,1.23,193.76,5.44,SUCCESS,True
R010,H043,v2.11,5,62.44,66.71,7.61,501.87,12.22,1.75,123.22,8.42,ROLLED_BACK,True
R010,H044,v2.11,5,75.54,87.57,8.69,624.64,5.93,1.44,108.18,6.2,SUCCESS,True
R010,H045,v2.11,5,82.01,81.14,7.08,454.25,20.92,1.96,103.3,6.02,FAILED,True
R010,H046,v2.11,25,69.9,80.0,5.51,681.31,27.6,0.73,136.52,7.82,FAILED,True
R010,H047,v2.11,5,74.94,68.43,5.86,560.39,23.19,1.01,160.34,7.45,FAILED,True
R010,H048,v2.11,10,64.18,81.03,7.57,442.32,3.64,0.73,219.77,9.4,ROLLED_BACK,True
R010,H049,v2.11,25,69.94,63.69,10.9,657.69,26.0,1.87,183.11,9.56,ROLLED_BACK,True
R010,H050,v2.11,10,61.34,78.64,42.32,688.04,13.91,1.61,213.54,5.6,SUCCESS,True
R011,H001,v2.12,5,69.38,33.73,0.98,192.41,52.54,1.88,200.97,2.76,SUCCESS,False
R011,H002,v2.12,100,62.35,53.61,2.9,255.02,80.34,1.51,199.66,2.05,SUCCESS,False
R011,H003,v2.12,10,38.8,53.61,0.76,207.09,65.15,0.59,157.59,0.71,SUCCESS,False
R011,H004,v2.12,100,62.12,63.25,1.43,103.54,51.09,1.55,144.07,2.26,SUCCESS,False
R011,H005,v2.12,10,60.87,57.52,2.72,196.77,65.82,0.52,154.43,2.32,SUCCESS,False
R011,H006,v2.12,10,40.71,66.03,0.69,185.26,83.43,0.63,202.75,1.61,SUCCESS,False
R011,H007,v2.12,5,44.61,42.22,0.74,125.14,88.12,1.97,157.96,1.54,IN_PROGRESS,False
R011,H008,v2.12,25,51.99,56.4,,239.57,99.97,1.45,220.86,1.17,SUCCESS,False
R011,H009,v2.12,100,56.67,54.5,2.18,112.98,62.01,1.95,181.08,1.66,SUCCESS,False
R011,H010,v2.12,10,54.91,62.91,1.35,287.1,60.47,0.75,175.56,2.78,SUCCESS,False
R011,H011,v2.12,100,45.31,55.24,1.12,191.92,77.86,1.83,190.08,2.07,SUCCESS,False
R011,H012,v2.12,5,49.85,40.59,1.32,188.12,84.21,1.12,212.52,2.64,SUCCESS,False
